filename,citations,circumstance,year,RTNs,location,link
2-0014345 - WORCESTER - NOAFNON 01-25-2007,['40.0560'],"the department received a tier ii classification submittal on june 4, 1999. the deadline for submittal of a phase ii report was june 4, 2001 the department received a phase i report for the site on december 4, 2002 the deadline for a phase ij remedial action plan was june 4, 2001. the department received a phase hi remedial action plan on december 4, 2002 the deadline for a phase iv remedy implementation plan was june 4, 2002. to date, the department has not received a phase iv remedy implementation plan. failure to submit required documents to the department by the deadlines specified under 310 cmr 40.0560 is a class ii violation.",2007,2-0014345,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014345
2-0014345 - WORCESTER - NOAFNON 01-25-2007,['40.0864'],"the department received the phase iii remedial action plan on december 4, 2002 according to the phase iii, the selected feasible remedial action alternative for the site is passive recovery of petroleum product from groundwater, monitored natural attenuation of groundwater contaminants and institutional controls for soil contamination. to date, the department has not received a phase iv remedy implementation plan, final inspection report, nor a phase tv completion statement for the site failure to develop and implement the selected feasible remedial action alternative pursuant to phase iv requirements is a class i violation.",2007,2-0014345,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014345
2-0014345 - WORCESTER - NOAFNON 01-25-2007,['40.0891'],"the department received a class c response action outcome statement on january 30, 2003, and the first phase v status report on july 28, 2003 to date, the department has not received a phase v completion statement failure to submit a phase v completion statement prior to phase v is a class ii violation.",2007,2-0014345,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014345
2-0014444 - Worcester - L2 NAFNON Brady Sullivan 06-07-2013,['40.1074'],"on may 1, 2008, a notice of activity and use limitation aul was recorded at the worcester county registry of deeds for the property book 42777 12 identified as 79 beacon street, worcester, massachusetts. the aul is required to be incorporated into deeds, mortgages, leases, and instruments of transfer, as stated in the aul on 15, book 42777 and by 310 cmr 40.1074 5.",2013,2-0014444,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014444
2-0014621 - WORCESTER - NAFNON 10-21-2004,"['40.1045', '40.0318']","petroleumcontaminated soil was excavated during the course of a limited removal action lra associated with an underground storage tank removal. arsenic was detected in excavated soil and the department was notified of a release of arsenic in accordance with 310 cmr 40.0315. the arsenic and petroleumcontaminated soil was subsequentlyfriendly house notice of audit findings and 32 merrick st., worcester rin 2 0014621 disposed under a uniform hazardous waste manifest as remediation waste pursuant to 310 cmr 40.03186 and 40.00030, arsenic at the site was determined to be consistent with background concentrations and a class b1 response action outcome statement was submitted to the department on january 8, 2003. a remedial action involving removal of remediation waste was conducted, therefore, a class b rao does not apply to the site as per 310 cmr 40.10452. the departments database of disposal sites will be corrected to denote the submitted rao as a class a1 rao.",2004,2-0014621,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014621
2-0014621 - WORCESTER - NAFNON 10-21-2004,['40.0191'],"therefore, the response action performance standard raps was not employed to meet the level of diligence reasonably necessary to obtain the quantity and quality of information adequate to assess a site or evaluate remedial actions did not use professional practices and appropriate technologies or provide a level of precision and accuracy commensurate with the intended use of the investigation results, in violation of 310 cmr 40.01911, 2b and 2c.",2004,2-0014621,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014621
2-0014671 - WORCESTER - NAFNON  08-09-2007,['40.0923'],"on may 19, 2003, the department received a class b1 response action outcome statement rao, for release tracking number . the rao was prepared by frank lilley, lsp4183, of vanasse hangen brustlin, inc. the rao includes a method 3 risk characterization. the method 3 risk characterization fails to completely identify and assess risk for all current and future human receptors in accordance with 310 cmr 40.0923. for example, the risk characterization does not identify and assess the current risk posed from groundwater vapors to construction and utility workers during excavation or subsurface utility repairs at the site. though the site is currently used for commercial and industrial activities, the risk characterization also fails to identify reasonably foreseeable site uses, including future residential use. no activity and use limitations have been implemented at the site to preclude reasonably foreseeable site uses. failure to identify all current and reasonably foreseeable human receptors in the risk characterization is a class ii violation of 310 cmr 40.0923.",2007,2-0014671,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014671
2-0014671 - WORCESTER - NAFNON  08-09-2007,['40.0993'],"on may 19, 2003, the department received a class b1 response action outcome statement rao, for release tracking number . the rao was prepared by frank lilley, lsp4183, of vanasse hangen brustlin, inc. the rao includes a method 3 risk. characterization. the method 3 risk characterization fails to include human exposure to contaminated soils at the site in the cumulative risk calculation for each identified human receptor and incorrectly relies upon method 1 soil standards for soil as stated in the previous class a2 rao for in foregoing the calculation of human exposure points for soils at the site. failure to include all human exposure pathways in the cumulative risk calculation in a method 3 risk characterization is a class ii violation of 310 cmr 40.0993.",2007,2-0014671,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014671
2-0014671 - WORCESTER - NAFNON  08-09-2007,['40.1003'],failure to demonstrate elimination or control of all potential sources of contamination prior to submittal of a response action outcome statement is a class ii violation of 310 cmr 40.1003.,2007,2-0014671,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014671
2-0014697 - WORCESTER - NAFNON 08-22-2006,['40.0904'],"the class b2 response action outcome rao statement, received by massdep on march 17, 2005, did not fully evaluate the soil vapor migration pathway or extent of groundwater contamination, in violation of 310 cmr 40.09042a and c,",2006,2-0014697,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014697
2-0014697 - WORCESTER - NAFNON 08-22-2006,['40.1074'],"the notice of activity and use limitation aul recorded at the worcester county registry of deeds book 35901 11 on march 16, 2005, does not meet aul requirements,",2006,2-0014697,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014697
2-0014724 - Sturbridge - L2 NAFNON 1-6-2016,['40.0995'],failure to evaluate current and potential future exposure by statelisted threatened or endangered species to surfacial soil in the riverfront area of the site is a violation of 310 cmr 40.0995.,2016,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,"['40.0190', '40.0018']","the response to the rfi included a copy of the health and safety plan hasp for the site and the response states that the hasp was provided to peak environmental and ajs environmental prior to their employment at the site. however, there is no indication in the response that the hasp was provided to mr. ferrie or mr. trudeau, and no specific description of how these workers were informed of the hazards at the site, though this was specifically requested in the rfi. the response states on site workers were informed of the types of hazards associated with the contaminated soils prior to employment. in addition, the hasp states employees will have been trained to a level required by their job function and responsibility. as previously described, the response to the rfi documented that ms. sugrue and mr. seaman had certifications that expired prior to their final field work at the site on march 27, 2004, and mr. ferrie and mr. trudeau had no osha health and safety training or certifications, in violation of 310 cmr 40.00183 and 310 cmr 40.01907.",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,['40.0333'],"on april 4, 2003, the company provided massdep with oral notification of the release of oil and hazardous material ohm to soil at concentrations that could pose an imminent hazard at the site. a release notification form rnf was required within 60 days, or by june 3, 2003. the rnf was not submitted until june 26, 2003, in violation of 310 cmr 40.03331.",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,['40.0420'],"on april 4, 2003, the company provided massdep with oral notification of the release of ohm to soil at concentrations that could pose an imminent hazard at the site. an immediatesturbridge, notice of audit findings and response action ira plan was required within 60 days, or by june 3, 2003. the ira plan was not submitted until june 26, 2003, in violation of 310 cmr 40.04207. failure to submit an ira plan within 60 days is a class ii violation.",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,['40.0425'],"the ira was proposed and orally approved by massdep on april 4, 2003. the first ira status report was required by august 3, 2003, but was not submitted to massdep until november 10, 2003, in violation of 310 cmr 40.04251.",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,['40.0426'],"on april 4, 2003, the company provided massdep with oral notification of the release of ohm to soil at concentrations that could pose an imminent hazard at the site. an imminent hazard evaluation was required to have been conducted by april 28, 2003, and submitted 3 with the appropriate licensed site professional lsp opinion by june 3, 2003. assessment activities were not commenced until june 2003, and an imminent hazard evaluation and lsp opinion were not submitted until november 10, 2003, in violation of 310 cmr 40.04263,",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,"['40.1003', '40.0904']","the class a1 response action outcome rao statement, received by massdep on april 13, 2004, did not define the extent of contamination at the site or meet general provisions for a class a rao, pursuant to 310 cmr 40.09042 and 310 cmr 40.10035,",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014724 - STURBRIDGE - NAFNON 01-19-2006,['40.1056'],"the class a1 response action outcome rao statement, received by massdep on april 13, 2004, does not meet requirements for content of response action outcome statements, as described at 310 cmr 40.1056,",2006,2-0014724,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014724
2-0014785 - STURBRIDGE - NAFNON  11-16-2005,['40.0191'],"on august 13, 2003, the artesian well was threaded and closed with a steel cap, to stop the flow of contaminated water onto the surrounding ground surface. based on the fact that the well is capped, the class a2 response action outcome rao statement, received by massdep on june 29, 2004, eliminates it from consideration as a potential . exposure point. however, the well was not properly abandoned in accordance with massdeps private well guidelines, published in 1989 and revised in 2000 and 2004, which require grouting the length of the well. therefore, response actions to eliminate the well as a potential exposure point was not conducted in accordance with the response action performance standards, in violation of 310 cmr 40.01912a.",2005,2-0014785,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014785
2-0014785 - STURBRIDGE - NAFNON  11-16-2005,"['40.1056', '40.0904']","with the limited data available, it is not possible to conclude the ori gin of contamination, how it has migrated in the groundwater, and the current limits of the contaminated area to determine the extent of contamination in groundwater as required by 310 cmr 40.09041 and 2a, the rao does not provide a clear and accurate description of the site location and boundaries relative to permanent or semipermanent, landmarks, andor surveyed. boundaries, as required by 310 cmr 40.10562a. therefore, further assessment is required to determine the full extent and source of contamination, or the rao statement must be limited to the immediate area surrounding the artesian well.",2005,2-0014785,STURBRIDGE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0014785
2-0015067 - Worcester - Level 2 NAFNON 04-16-2010,['40.0925'],"by failing to include the indoor air pathway in the initial method 3 risk characterization substantial hazard evaluation, the requirements for risk characterization provided at 310 cmr 40.09251 and 3 were not met.",2010,2-0015067,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015067
2-0015067 - Worcester - Level 2 NAFNON 04-16-2010,['40.1074'],"on may 19, 2006 the gepsament received the activity and use tl innitation aul prepared by cea. the aul was recorded on may 12, 2006. all recordedinterest holders were notified via certified mail on april 17, 2006. the massachusetts contingency plan mcp required all record interest holders be notified 45 day prior to the recording of the aul. the aul was recorded on may 12, 2006. the 45day waiting period required would be may 31, 2006. failure to allow the 45day waiting period to all record i interest . holders is a violation of 310 cmr 40.10741e.",2010,2-0015067,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015067
2-0015157 - HUDSON - NAFNON 12-03-2008,['40.0313'],"failing to provide oral notification to massdep within 72 hours of obtaining knowledge that rcgw1 were exceeded within 500 feet of drinking water supply wells, as required by 310 cmr 40.03133, is a class i violation.",2008,2-0015157,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015157
2-0015157 - HUDSON - NAFNON 12-03-2008,"['40.0411', '40.0420']","because you did not adequately investigate potential ceps, you did not conduct the ira in accordance with massdep approval as required by 310 cmr 40.04202 and 11 and you did not continually evaluate for conditions which may require an immediate response action as required by 310 cmr 40.04117. these are class ii violations.",2008,2-0015157,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015157
2-0015157 - HUDSON - NAFNON 12-03-2008,"['40.0904', '40.1004', '40.1036']",failure to obtain information required forrisk characterization in violation of 310 cmr 40.09042 and failure to meet the response action outcome performance standards outlined at 310 cmr 40.1004 and 310 cmr 40.10362 are class ii violations.,2008,2-0015157,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015157
2-0015203 - Groton - L2 NAFNON 05-22-2015,['40.0956'],"the march 2015 posttemporary solution status report does not evaluate current site data in relation to potential human and ecological exposures. an updated substantial hazard evaluation has not been prepared for at least five years. due to elevated cr concentrations in surface water at the site, a human health and ecological substantial hazard evaluation is required in order to ensure that the conditions to maintain a temporary solution are currently being met. in addition, updated sediment sampling data should also be collected to evaluate cr levels in areas of the stream with elevated surface water concentrations. failure to provide an updated substantial hazard evaluation to evaluate changing site conditions is a violation of 310 cmr 40.09561 and 2.",2015,2-0015203,GROTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015203
2-0015203 - Groton - L2 NAFNON 05-22-2015,['40.1050'],"the elevated concentrations of cr in surface water samples csw3 and csw3a, and in groundwater samples collected from monitoring well clw8 adjacent to the unnamed stream indicate that there may be inadequate control of the cr in that portion of the site, in violation of 310 cmr 40.10501b. control of site contaminants to the extent feasible is a requirement to maintain the temporary solution.",2015,2-0015203,GROTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015203
2-0015203 - Groton - L2 NAFNON 05-22-2015,['40.0411'],the evaluation of potential tce indoor air impacts is especially critical due to recent changes to tce toxicity information. massdep has identified tce concentrations of greater than 6 gm in a residence with women of childbearing age as an imminent hazard ih requiring 2hr. notification and performance of an immediate response action ira concentrations of greater than 20 gm in a residence for any person has been identified as an ih condition requiring 2hr. notification and an ira. failure to continually assess site conditions to determine if immediate response actions are required is a violation of 310 cmr 40.04117.,2015,2-0015203,GROTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015203
2-0015235 - Worcester - L3 NAFNON 06-18-2010,['40.0046'],failure to sample groundwater for remedial additives and remedial additive byproducts is a class ii violation of 310 cmr 40.00464.,2010,2-0015235,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015235
2-0015235 - Worcester - L3 NAFNON 06-18-2010,"['40.0442', '40.0191']",failure to submit a ram plan for construction activities at the site is a class ii violation of 310 cmr 40.0442 and 40.01912a.,2010,2-0015235,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015235
2-0015235 - Worcester - L3 NAFNON 06-18-2010,['40.0898'],failure to submit remedial monitoring reports is a class ii violation of 310 cmr 40.08983.,2010,2-0015235,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015235
2-0015235 - Worcester - L3 NAFNON 06-18-2010,['40.1051'],failure to conduct class c2 rao response actions with a valid tier ii classification is a class ii violation of 310 cmr 40.10514b.,2010,2-0015235,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015235
2-0015235 - WORCESTER - NAFNON 02-24-2006,['40.0414'],"the company failed to mitigate or prevent the cep, as required by 310 cmr 40.04144.",2006,2-0015235,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015235
2-0015235 - WORCESTER - NAFNON 02-24-2006,['40.0443'],"the company failed to initiate a response action proposed in the ram plan within one year, as required by 310 cmr 40.04435. the ram plan is invalid.",2006,2-0015235,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015235
2-0015337 - AYER - NON 09-19-2007,"['40.0926', '40.0904']","on november 15, 2004, the department received a class a2 response action outcome statement rao, for release tracking number . the rao did not determine the extent of contamination and exposure point concentrations epcs, as required by 310 cmr 40.0904 and 40.0926,",2007,2-0015337,AYER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015337
2-0015464 - Fitchburg - L2 NAFNON 04-23-2014,['40.1074'],"the notice of activity and use limitation aul book 6904, 2 of march 24, 2009, for the property located at 90, 130, and 140 water street, fitchburg, ma and recorded at the worcester north registry of deeds fails to meet aul requirements,",2014,2-0015464,FITCHBURG,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015464
2-0015546 - Douglas - L2  NAFNON 08-21-2007,['40.1074'],"the notice of activity and use limitation aul recorded at the worcester registry of deeds, book 38159, 3 on january 4, 2006, does not meet notice requirements, specifically a. the registry copy of the referenced survey plan of the parcel subject to the aul, plan book 576, 1, was not submitted to massdep pursuant to 310 cmr 40.1074 4 bdouglas notice of audit findings and ppe b. a registry copy of the deed into the owner, bearing the marginal reference to the aul was not submitted to massdep pursuant to 310 cmr 40.1074 4 c. failure to submit the required documents to massdep is a violation of 310 cmr 40.1074 4 b c.",2007,2-0015546,DOUGLAS,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015546
2-0015576 - Hudson - L2 NAFNON 05-18-2015,"['40.0893', '40.0411']","private potable wells in the disposal site area must be periodically sampled in order to support the conclusion that a condition of no substantial hazard is being maintained, as required by 310 cmr 40,08931e, and to continually assess and evaluate for conditions requiring an immediate response action, pursuant to 310 cmr 40.04117, until such time that the site achieves a permanent solution. failure to monitor private potable wells in order to demonstrate that substantial hazards are eliminated is a violation of the ros performance standards at 310 cmr 40.08933b.",2015,2-0015576,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015576
2-0015576 - Hudson - L2 NAFNON 05-18-2015,['40.0891'],failure to update an omm plan is a violation of 310 cmr 40.08913.,2015,2-0015576,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015576
2-0015576 - Hudson - L3 NAFNON 08-22-2011,"['40.0046', '40.0891']","groundwater sampling did not follow the omm plan developed as part of the rip and the sampling did not occur in regular three month intervals to detect migration of oil andor remedial additives in violation of 310 cmr 40.08913 and 310 cmr 40.00464c, respectively.",2011,2-0015576,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015576
2-0015576 - Hudson - L3 NAFNON 08-22-2011,['40.0891'],"therefore, the comprehensive remedial action did not follow the rip omm plan to achieve remedial goals as specified, in violation of 310 cmr 40.08913.",2011,2-0015576,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015576
2-0015576 - HUDSON - NAFNON  03-10-2006,"['40.0017', '40.0191']","it should be noted that use of massdep qaqc guidance is recommended. however, if alternative qaqc is used, then it must be demonstrated and documented that the overall level of analytical data quality is adequate for the intended use of the data, this data quality evaluation has not been provided in reports submitted to massdep for the subject site. therefore, massdep has determined that data quality does not meet the requirements of 310 cmr 40.0017, in consideration of massdep guidance to ensure a level of diligence reasonably necessary to obtain the quantity and quality of information, using uptodate standards and practices, and of a level of precision and accuracy adequate to assess a site and evaluate remedial action alternatives, to meet the response action performance standard raps, in violation of 310 cmr 40.01911 and 2.",2006,2-0015576,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015576
2-0015866 - FITCHBURG - L2 NAFNON - 2-6-2019,['40.1074'],"on december 30, 2014, a quitclaim deed was recorded for the property at the worcester north registry of deeds in book 8252, 7 transferring ownership from delta 7 delta realty into delta mb llc. the 2014 quitclaim deed does not include a reference to the notice of aul or amendment. failure to incorporate the notice of aul into the quitclaim deed is a violation of 310 cmr 40.10745.",2019,2-0015866,FITCHBURG,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015866
2-0015911 - MANCHAUG - NAFNON  04-26-2010,['40.0893'],"by not including all possible site contaminants in the method 3 risk assessment for the irrigation well, the substantial hazard evaluation is incomplete. therefore the requirements for remedy operation status are not currently met, in violation of 310 cmr 40.08932e.",2010,2-0015911,MANCHAUG,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015911
2-0015911 - MANCHAUG - NAFNON  04-26-2010,['40.0926'],"massdep has reviewed the method 3 risk assessment and concludes that a conservative exposure point concentration was not used to evaluate potential risk pursuant to 310 cmr 40.0926, as explained below.",2010,2-0015911,MANCHAUG,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015911
2-0015911 - MANCHAUG - NAFNON  04-26-2010,['40.0411'],"concentrations of vph in monitoring wells mw7, mw8 and mw9 have periodically exceeded method 1 gw2 groundwater standards between 1999 and the present. in november 2007, indoor air in the downgradient church and rectory were screened with a photoionization detector pid. four soil gas probes were also installed and screenedsutton rtn 211539 et al. notice of audit findings and with a pid. results indicated that an indoor air pathway was unlikely. information provided to massdep indicates that the indoor air pathway in downgradient properties has not been evaluated since 2007 and a schedule for periodically evaluating this pathway has not been provided. 310 cmr 40.04117 requires the continual assessment of potential ira conditions until such time that a permanent solution is achieved. while the site is in remedy operation status, a plan for periodic assessment of indoor air impacts is required. failure to continually assess for ira conditions is a violation of 310 cmr 40.04117.",2010,2-0015911,MANCHAUG,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015911
2-0015971 - MILFORD - NAFNON 04-26-2006,['40.0017'],the ram plan did not provide any documentation of environmental sample collection and analyses as required by 310 cmr 40.00173. this information was not provided in any previous submittal to massdep.,2006,2-0015971,MILFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015971
2-0015971 - MILFORD - NAFNON 04-26-2006,['40.0444'],"the ram pian did not provide an adequate description of the specific plan for the application of remedial additives, nor did it include plans andor sketches of proposed remedial installations, as required by 310 cmr 40.04441c.",2006,2-0015971,MILFORD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0015971
2-0016018 - HARVARD - NAFNON  04-05-2006,"['40.0411', '40.0904', '40.0924']","the investigation did not include any sampling of groundwater to determine the extent of contamination, in violation of 310 cmr 40.0904, or sample private drinking water supply wells as existing, potential exposure points to determine groundwater exposure point concentrations and continually assess and evaluate for the need to conduct an ira, in violation of 310 40,0924 and 310 cmr 40.04117.",2006,2-0016018,HARVARD,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016018
2-0016029 - GRAFTON - NAFNON  09-11-2006,['40.0442'],"the analytical results used to delineate the contaminated area and determine the scope of the excavation do not correlate with the field screening results or the data reported on the boring logs. the field screening results indicate a higher level of contamination in locations where the laboratory data indicates little or no contamination. no discussion is provided to address this inconsistency. the release abatement measure was implemented without a level of understanding of disposal site conditions and surrounding receptors sufficient to support the actions taken, in violation of 310 cmr 40.0442.",2006,2-0016029,GRAFTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016029
2-0016029 - GRAFTON - NAFNON  09-11-2006,['40.0444'],"moreover, the ram plan did not indicate that the appropriate wetlands protection act permit has been applied for and approved. the ram plan did not include the required information in violation of 310 cmr 40.04441cdg",2006,2-0016029,GRAFTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016029
2-0016080 - Shrewsbury - L3 NAFNON 03-14-2014,['40.0874'],"the current omm plans sampling program does not provide sufficient informationdata to demonstrate that natural processes i.e., aerobic biodegradation facilitating mass destruction are occurring, or technical justification to forgo geochemical monitoring, to assert that the selected comprehensive response action is making progress towards the identified remedial goal of achieving a permanent solution, in violation of 310 cmr 40.08743b6.",2014,2-0016080,SHREWSBURY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016080
2-0016080 - Shrewsbury - L3 NAFNON 03-14-2014,['40.0893'],"additional indoor air has not been conducted since submittal of the remedy operation status opinion on march 29, 2012, to periodically confirm that any source of intermedia transfer of oil andor hazardous material from groundwater, soil, or soil gas to indoor air has been eliminated or controlled, in accordance with 310 cmr 40.08932d.",2014,2-0016080,SHREWSBURY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016080
2-0016080 - Shrewsbury - L3 NAFNON 03-14-2014,['40.0028'],"during the site inspection conducted by department personnel on february 24, 2014, monitoring well mw108, located behind the fairlawn plaza building, was observed to be damaged, in violation of 310 cmr 40.0028.",2014,2-0016080,SHREWSBURY,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016080
2-0016141 - WORCESTER - NAFNON  04-21-2009,"['40.0864', '40.0871']","the soil excavation has not been implemented or completed in conformance with the phase iv rip as the selected feasible remedial alternative, in violation of 310 cmr 40.0864 and 40.08716.",2009,2-0016141,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016141
2-0016141 - WORCESTER - NAFNON  04-21-2009,['40.0877'],"no additional phase iv status reports and remedial monitoring reports have been received by the department since september 2007, in violation of 310 cmr 40.08771.",2009,2-0016141,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016141
2-0016141 - WORCESTER - NAFNON  04-21-2009,"['40.0560', '40.0022']",failure to submit a response action outcome statement within five years of the effective date of tier classification and failure to submit a tier classification extension submittal at least 45 days before the expiration of the tier ii classification are class ii violations of 310 cmr 40.0022 and 40.0560.,2009,2-0016141,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016141
2-0016170 - WORCESTER - NAFNON  06-08-2007,"['40.1500', '40.0510']",failure to complete the nrs in accordance with 310 cmr 40.1500 as required by 310 cmr 40.05101b is a class ii violation.,2007,2-0016170,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016170
2-0016170 - WORCESTER - NAFNON  06-08-2007,['40.0510'],"on april 2, 2007, massdep received from liberty ma portfolio fee, llc a tier classification submittal and tier ic permit application for a release of oil to the property at 150 blackstone river road, worcester. this submittal did not include a phase if scope of work or a conceptual. scope of work, as required by 310 cmr 40.05102f.",2007,2-0016170,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016170
2-0016195 - CHARLTON - NAFNON  06-25-2007,['40.0411'],"failure to continually assess and evaluate release and site conditions in order to determine if an immediate response action is required is a violation of 310 cmr 40.04117, a class it violation.",2007,2-0016195,CHARLTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016195
2-0016217 - PAXTON - NAFNON  06-27-2007,['40.0483'],"failure to include pertinent information in the phase i report concerning contaminant migration pathways and exposure potential is a violation of 310 cmr 40.048318, a class if violation.",2007,2-0016217,PAXTON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0016217
